t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,T_ass,S_pct,iq_ref
14.41,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.42,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.43,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.44,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.45,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.46,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.47,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.48,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.49,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.5,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.51,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.52,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.53,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.54,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.55,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.56,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.57,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.58,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.59,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.6,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.61,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.62,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.63,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.64,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.65,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.66,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.67,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.68,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.69,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.7,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.71,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.72,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.73,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.74,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.75,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.76,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.77,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.78,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.79,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.8,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.81,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.82,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.83,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.84,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.85,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.86,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.87,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.88,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.89,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.9,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.91,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.92,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.93,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.94,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.95,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.96,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.97,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.98,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
14.99,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.01,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.02,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.03,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.04,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.05,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.06,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.07,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.08,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.09,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.1,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.11,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.12,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.13,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.14,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.15,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.16,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.17,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.18,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.19,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.2,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.21,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.22,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.23,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.24,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.25,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.26,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.27,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.28,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.29,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.3,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.31,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.32,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.33,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.34,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.35,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.36,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.37,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.38,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.39,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.4,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.41,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.42,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.43,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.44,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.45,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.46,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.47,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.48,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.49,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.5,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.51,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.52,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.53,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.54,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.55,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.56,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.57,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.58,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.59,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.6,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.61,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.62,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.63,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.64,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.65,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.66,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.67,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.68,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.69,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.7,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.71,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.72,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.73,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.74,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.75,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.76,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.77,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.78,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.79,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.8,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.81,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.82,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.83,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.84,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.85,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.86,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.87,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.88,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.89,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.9,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.91,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.92,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.93,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.94,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.95,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.96,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.97,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.98,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
15.99,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.01,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.02,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.03,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.04,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.05,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.06,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.07,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.08,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.09,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.1,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.11,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.12,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.13,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.14,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.15,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.16,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.17,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.18,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.19,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.2,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.21,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.22,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.23,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.24,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.25,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.26,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.27,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.28,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.29,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.3,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.31,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.32,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.33,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.34,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.35,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.36,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.37,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.38,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.39,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.4,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.41,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.42,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.43,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.44,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.45,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.46,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.47,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.48,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.49,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.5,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.51,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.52,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.53,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.54,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.55,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.56,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.57,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.58,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.59,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.6,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.61,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.62,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.63,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.64,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.65,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.66,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.67,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.68,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.69,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.7,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.71,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.72,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.73,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.74,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.75,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.76,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.77,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.78,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.79,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.8,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.81,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.82,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.83,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.84,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.85,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.86,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.87,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.88,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.89,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.9,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.91,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.92,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.93,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.94,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.95,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.96,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.97,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.98,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
16.99,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.01,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.02,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.03,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.04,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.05,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.06,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.07,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.08,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.09,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.1,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.11,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.12,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.13,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.14,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.15,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.16,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.17,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.18,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.19,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.2,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.21,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.22,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.23,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.24,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.25,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.26,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.27,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.28,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.29,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.3,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.31,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.32,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.33,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.34,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.35,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.36,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.37,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.38,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.39,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.4,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.41,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.42,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.43,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.44,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.45,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.46,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.47,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.48,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.49,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.5,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.51,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.52,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.53,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.54,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.55,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.56,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.57,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.58,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.59,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.6,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.61,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.62,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.63,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.64,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.65,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.66,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.67,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.68,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.69,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.7,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.71,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.72,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.73,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.74,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.75,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.76,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.77,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.78,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.79,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.8,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.81,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.82,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.83,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.84,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.85,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.86,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.87,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
17.88,0,0,0,0,0,0,0,0,0,0,0,0,5,18.4348100753947,0
